"Url","Drug name:","Company name:","Active Ingredient:","Legal Status:"
"https://www.medicines.org.uk/emc/product/2998/smpc","Lamivudine/Zidovudine 150 mg/300 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","lamivudine,zidovudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10500/smpc","Lamivudine/Tenofovir disoproxil 300 mg/245 mg Film-coated Tablets","Cipla EU Ltd","lamivudine,tenofovir disoproxil fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7065/smpc","Lamivudine Tablet 300mg","Aurobindo Pharma - Milpharm Ltd.","lamivudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7066/smpc","Lamivudine Tablet 150mg","Aurobindo Pharma - Milpharm Ltd.","lamivudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4382/smpc","Lamivudine Mylan 300 mg Film-coated Tablets","Mylan","lamivudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4381/smpc","Lamivudine Mylan 150 mg Film-coated Tablets","Mylan","lamivudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2264/smpc","Lamivudine Accord 150 mg Film-coated tablets","Accord Healthcare Limited ","lamivudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2263/smpc","Lamivudine Accord 300 mg Film-coated tablets","Accord Healthcare Limited ","lamivudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2262/smpc","Lamivudine Accord 100 mg Film-coated tablets","Accord Healthcare Limited ","lamivudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4383/smpc","Lamivudine 100 mg Film-coated Tablets","Mylan","lamivudine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1031/smpc","Lamisil Tablets 250mg","Novartis Pharmaceuticals UK Ltd","terbinafine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/179/smpc","Lamisil Once","GlaxoSmithKline Consumer Healthcare","terbinafine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6324/smpc","Lamisil AT 1% Spray","GlaxoSmithKline Consumer Healthcare","terbinafine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6328/smpc","Lamisil AT 1% Gel","GlaxoSmithKline Consumer Healthcare","terbinafine","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/6325/smpc","Lamisil AT 1% Cream","GlaxoSmithKline Consumer Healthcare","terbinafine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6326/smpc","Lamisil 1% w/w Cream","GlaxoSmithKline Consumer Healthcare","terbinafine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8052/smpc","Lamictal Tablets","GlaxoSmithKline UK","lamotrigine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1286/smpc","Lamictal Dispersible","GlaxoSmithKline UK","lamotrigine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2796/smpc","Lactulose 10 g / 15 ml oral solution sachets","Intrapharm Laboratories Limited","lactulose","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/10260/smpc","Lactulose plum flavour 10 g/15 ml oral solution sachets","Intrapharm Laboratories Limited","lactulose","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/5584/smpc","Lactugal","Intrapharm Laboratories Limited","lactulose","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/860/smpc","Lacri-Lube/Refresh Night Time Eye ointment","Allergan Ltd","no active ingredients","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/10363/smpc","Lacidipine 4 mg Film-coated Tablets","Mylan","lacidipine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10989/smpc","Lacidipine 6mg Film-Coated Tablets","Dr. Reddy's Laboratories (UK) Ltd","lacidipine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8641/smpc","Lacidipine 4 mg film-coated tablets","Creo Pharma Limited","lacidipine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3714/smpc","Lacidipine 4 mg Film-Coated Tablets","Dr. Reddy's Laboratories (UK) Ltd","lacidipine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3715/smpc","Lacidipine 2 mg Film-Coated Tablets","Dr. Reddy's Laboratories (UK) Ltd","lacidipine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8640/smpc","Lacidipine 2 mg film-coated tablets","Creo Pharma Limited","lacidipine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9165/smpc","Labetalol Hydrochloride 5mg/ml Solution for Injection","RPH Pharmaceuticals AB","labetalol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10155/smpc","Labetalol 5mg/ml solution for injection","Synchrony Pharma Ltd","labetalol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2646/smpc","Labetalol 400 mg Film-coated Tablets","Mylan","labetalol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10831/smpc","Labetalol 5 mg/ml solution for injection/ infusion","Bowmed Ibisqus Limited","labetalol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2647/smpc","Labetalol 100 mg Film-coated Tablets","Mylan","labetalol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2648/smpc","Labetalol 200 mg Film-coated Tablets","Mylan","labetalol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5148/smpc","Laaglyda MR 60 mg modified-release tablets","Consilient Health Ltd","gliclazide","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1767/smpc","Ketoconazole HRA 200mg Tablets","HRA Pharma UK and Ireland Limited","ketoconazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4559/smpc","Ketoconazole 2% w/w Shampoo","Pinewood Healthcare","ketoconazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2420/smpc","Ketamine 50mg/ml Solution for Injection","Panpharma UK Ltd","ketamine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6935/smpc","Ketamine 50 mg/ml Injection","hameln pharmaceuticals ltd","ketamine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2231/smpc","Ketalar 10 mg/ml Injection","Pfizer Limited","ketamine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5202/smpc","Ketalar 50 mg/ml Injection","Pfizer Limited","ketamine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/159/smpc","Keral 25 mg film-coated tablets","A. Menarini Farmaceutica Internazionale SRL","dexketoprofen trometamol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2292/smpc","Keppra 750 mg film-coated tablets","UCB Pharma Limited","levetiracetam","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2293/smpc","Keppra 500 mg film-coated tablets","UCB Pharma Limited","levetiracetam","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2294/smpc","Keppra 250 mg film-coated tablets","UCB Pharma Limited","levetiracetam","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2291/smpc","Keppra 1000 mg film-coated tablets","UCB Pharma Limited","levetiracetam","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2295/smpc","Keppra 100 mg/ml oral solution","UCB Pharma Limited","levetiracetam","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2296/smpc","Keppra 100 mg/ml concentrate for solution for infusion","UCB Pharma Limited","levetiracetam","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4042/smpc","Kenzem 90mg SR Capsules","Kent Pharmaceuticals Ltd ","diltiazem hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4043/smpc","Kenzem 60mg SR Capsules","Kent Pharmaceuticals Ltd ","diltiazem hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4041/smpc","Kenzem 120mg SR Capsules","Kent Pharmaceuticals Ltd ","diltiazem hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6411/smpc","Kentera oxybutynin transdermal patch","Orion Pharma (UK) Limited","oxybutynin ","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1899/smpc","Kengrexal 50 mg powder for concentrate for solution for injection / infusion","Chiesi Limited ","cangrelor","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5460/smpc","Kemadrin Tablets 5 mg","Aspen","procyclidine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6748/smpc","Kenalog Intra-articular / Intramuscular Injection","Bristol-Myers Squibb Pharmaceuticals limited","triamcinolone acetonide","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5054/pil","Kemadrin 5mg/ml Solution for injection","Auden Mckenzie (Pharma Division) Ltd (a subsidiary of Actavis PLC)","procyclidine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2336/smpc","Kemadrin 5mg/ml Solution for injection (Procyclidine Hydrochloride)","Auden Mckenzie (Pharma Division) Ltd (a subsidiary of Actavis PLC)","procyclidine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10117/smpc","Kelhale 50 micrograms per actuation pressurised inhalation solution","Cipla EU Ltd","beclometasone dipropionate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10118/smpc","Kelhale 100 micrograms per actuation pressurised inhalation solution","Cipla EU Ltd","beclometasone dipropionate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9143/smpc","Keflex (Cefalexin) 500mg Tablets","Flynn Pharma Ltd","cefalexin monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9140/smpc","Keflex (Cefalexin) 250mg Capsules","Flynn Pharma Ltd","cefalexin monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9142/smpc","Keflex (Cefalexin) 250mg Tablets","Flynn Pharma Ltd","cefalexin monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9157/smpc","Keflex (Cefalexin) 250mg / 5 ml Suspension","Flynn Pharma Ltd","cefalexin monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9141/smpc","Keflex (Cefalexin)  500mg Capsules","Flynn Pharma Ltd","cefalexin monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9145/smpc","Keflex (Cefalexin)  250mg / 5ml Suspension","Flynn Pharma Ltd","cefalexin monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9144/smpc","Keflex (Cefalexin) 125mg / 5ml Suspension","Flynn Pharma Ltd","cefalexin monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4875/smpc","Kaolin and Morphine Mixture BP","Thornton & Ross Ltd","sodium bicarbonate,kaolin light,morphine hydrochloride","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/7289/smpc","Kapake 30mg/500mg Tablets (Codeine Phosphate and Paracetamol)","Galen Limited","paracetamol,codeine phosphate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7288/smpc","Kapake 30mg/500mg Capsules (Codeine Phosphate Hemihydrate and Paracetamol)","Galen Limited","paracetamol,codeine phosphate hemihydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/37/smpc","Kaolin and Morphine Mixture BP","THE BOOTS COMPANY PLC","kaolin light,morphine hydrochloride","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/7093/smpc","KANUMA 2mg/ml concentrate solution","Alexion Pharma UK Ltd","sebelipase alfa","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8106/pil","Kamillosan Chamomile Ointment","Omega Pharma Ltd","chamomile extracts","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/10554/smpc","Kanjinti 420 mg powder for concentrate for solution for infusion","Amgen Ltd","trastuzumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9233/smpc","Kanjinti 150 mg powder for concentrate for solution for infusion","Amgen Ltd","trastuzumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1954/smpc","Kalydeco 50 mg granules in sachet","Vertex Pharmaceuticals (Europe) Limited","ivacaftor","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10982/smpc","Kalydeco 25 mg granules in sachet","Vertex Pharmaceuticals (Europe) Limited","ivacaftor","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10150/smpc","Kalydeco 75 mg granules in sachet","Vertex Pharmaceuticals (Europe) Limited","ivacaftor","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3040/smpc","Kalydeco 150 mg Film-coated Tablets","Vertex Pharmaceuticals (Europe) Limited","ivacaftor","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/221/smpc","Kaletra 200 mg/50 mg film-coated tablets","AbbVie Ltd","ritonavir,lopinavir","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1315/smpc","Kaletra 80mg/20mg Oral Solution","AbbVie Ltd","ritonavir,lopinavir","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6260/smpc","Kaletra 100mg/25mg film-coated tablets","AbbVie Ltd","ritonavir,lopinavir","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4481/smpc","Kalcipos-D 500 mg/ 800 IU Chewable Tablets","Mylan","calcium carbonate,colecalciferol; cholecalciferol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9537/smpc","Kadcyla 160 mg Powder for Concentrate for Solution for Infusion","Roche Products Limited","trastuzumab emtansine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5252/smpc","Kadcyla 100 mg Powder for Concentrate for Solution for Infusion","Roche Products Limited","trastuzumab emtansine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2309/smpc","Valganciclovir 450 mg film-coated tablets","Accord Healthcare Limited ","valganciclovir hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6564/smpc","Valdoxan 25 mg film-coated tablets","Servier Laboratories Limited","agomelatine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8177/smpc","Valganciclovir 450 mg Film-coated  Tablets","Mylan","valganciclovir hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6508/smpc","Valcyte 50 mg/ml Powder for Oral Solution","Roche Products Limited","valganciclovir hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1641/smpc","Valcyte 450 mg Film-Coated Tablets","Roche Products Limited","valganciclovir hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3037/smpc","Valaciclovir 500 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","valaciclovir hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2333/pil","Wockhardt Allergy and Hayfever Relief 10mg Film-coated Tablets (GSL)","Wockhardt UK Ltd","cetirizine dihydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/8760/smpc","Vancomycin 1000 mg powder for concentrate for solution for infusion vials","Bowmed Ibisqus Limited","vancomycin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3611/smpc","Woodwards Gripe Water - Alcohol Free & Sugar Free","Reckitt Benckiser Healthcare (UK) Ltd","sodium hydrogen carbonate,terpeneless dill seed oil","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/9102/smpc","Wockhardt Allergy and Hayfever Relief 10mg Film-coated Tablets","Wockhardt UK Ltd","cetirizine dihydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5327/smpc","Xolair 75 mg solution for injection in pre-filled syringe","Novartis Pharmaceuticals UK Ltd","omalizumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4725/smpc","Xolair 150 mg solution for injection in pre-filled syringe","Novartis Pharmaceuticals UK Ltd","omalizumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5204/smpc","Xofigo 1100 kBq/mL solution for injection","Bayer plc","radium-223 dichloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8044/pil","Xismox 60 XL Prolonged Release Tablets","Genus Pharmaceuticals","isosorbide mononitrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7282/smpc","Ximaract 50 mg powder for solution for injection","Bausch & Lomb U.K Limited","cefuroxime sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7612/smpc","Xigduo 5 mg/1,000 mg film coated tablets","AstraZeneca UK Limited","dapagliflozin propanediol monohydrate,metformin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4752/smpc","XIFAXANTA 200 mg Film-coated Tablets","Norgine Limited","rifaximin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5293/smpc","Xigduo 5 mg/850 mg film coated tablets","AstraZeneca UK Limited","metformin hydrochloride,dapagliflozin propanediol monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5426/smpc","Xiapex 0.9 mg powder and solvent for solution for injection","Swedish Orphan Biovitrum Ltd","collagenase clostridium histolyticum","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4675/smpc","Xgeva 120 mg solution for injection","Amgen Ltd","denosumab ","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7654/smpc","Xeplion 75 mg prolonged-release suspension for injection","Janssen-Cilag Ltd","paliperidone palmitate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8429/smpc","Xermelo 250 mg film-coated tablets","Ipsen Ltd","telotristat ethyl","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7652/smpc","Xeplion 150 mg prolonged-release suspension for injection","Janssen-Cilag Ltd","paliperidone palmitate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7655/smpc","Xeplion 50 mg prolonged-release suspension for injection","Janssen-Cilag Ltd","paliperidone palmitate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7653/smpc","Xeplion 100 mg prolonged-release suspension for injection","Janssen-Cilag Ltd","paliperidone palmitate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4609/smpc","XEOMIN 50 units powder for solution for injection","Merz Pharma UK Ltd","botulinum toxin type a","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6202/smpc","Xeomin 100 units powder for solution for injection","Merz Pharma UK Ltd","botulinum toxin type a","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2162/smpc","Xeomin 200 units powder for solution for injection","Merz Pharma UK Ltd","botulinum toxin type a","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8185/smpc","Xenidate XL 54 mg Prolonged-release Tablets","Mylan","methylphenidate hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4399/smpc","Xenidate XL 36 mg Prolonged-release Tablets","Mylan","methylphenidate hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4398/smpc","Xenidate XL 27 mg Prolonged-release Tablets","Mylan","methylphenidate hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4397/smpc","Xenidate XL 18 mg Prolonged-release Tablets","Mylan","methylphenidate hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2592/smpc","Xenical 120 mg hard capsules","Cheplapharm Arzneimittel GmbH","orlistat","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8573/smpc","Xemacort 20mg/g + 1mg/g cream","Mylan","fusidic acid,betamethasone valerate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9081/smpc","Xeloda 500mg Film-coated Tablets","Roche Products Limited","capecitabine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1319/smpc","Xeloda 150mg Film-coated Tablets","Roche Products Limited","capecitabine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2500/smpc","XELJANZ 5 mg film-coated tablets","Pfizer Limited","tofacitinib citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1475/smpc","Xatral XL 10mg prolonged release tablets","SANOFI","alfuzosin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9410/smpc","XELJANZ 10 mg film-coated tablets","Pfizer Limited","tofacitinib citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1474/smpc","Xatral 2.5mg Film-coated Tablets","SANOFI","alfuzosin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2793/smpc","Xarelto 20mg film-coated tablets","Bayer plc","rivaroxaban","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3410/smpc","Xarelto 2.5 mg film-coated tablets","Bayer plc","rivaroxaban","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2794/smpc","Xarelto 15mg film-coated tablets","Bayer plc","rivaroxaban","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6402/smpc","Xarelto 10 mg film-coated tablets","Bayer plc","rivaroxaban","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8419/smpc","Xarelto 15-20mg Film-Coated Tablets Treatment Initiation Pack","Bayer plc","rivaroxaban","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1656/smpc","Xanax Tablets 500 micrograms","Pfizer Limited","alprazolam","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1657/smpc","Xanax Tablets 250 micrograms","Pfizer Limited","alprazolam","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6408/smpc","Xamiol gel","Leo Laboratories Limited","betamethasone dipropionate,calcipotriol monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2949/smpc","Xaluprine 20 mg/ml oral suspension","Nova Laboratories Ltd","mercaptopurine monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7983/smpc","Xalkori 250 mg hard capsules","Pfizer Limited","crizotinib","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2857/smpc","Xalkori 200 mg hard capsules","Pfizer Limited","crizotinib","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1616/smpc","Xalatan 50 micrograms/ml eye drops solution","Pfizer Limited","latanoprost","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1536/smpc","Xalacom eye drops, solution","Pfizer Limited","latanoprost,timolol maleate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3883/smpc","Xagrid 0.5mg hard capsule","Shire Pharmaceuticals Limited","anagrelide hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9922/smpc","Xaggitin XL 54mg Prolonged-release Tablets","Martindale Pharma, an Ethypharm Group Company","methylphenidate hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9920/smpc","Xaggitin XL 36mg Prolonged-release Tablets","Martindale Pharma, an Ethypharm Group Company","methylphenidate hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9921/smpc","Xaggitin XL 27mg Prolonged-release Tablets","Martindale Pharma, an Ethypharm Group Company","methylphenidate hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2704/smpc","Xaggitin XL 18mg Prolonged-release Tablets","Martindale Pharma, an Ethypharm Group Company","methylphenidate hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2159/smpc","Xadago 50mg film-coated tablets","Profile Pharma Limited","safinamide methansulfonate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10055/smpc","Xadago 100mg film-coated tablets","Profile Pharma Limited","safinamide methansulfonate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6164/smpc","Yondelis 0.25 mg powder for concentrate for solution for infusion/Yondelis 1 mg powder for concentrate for solution for infusion","Immedica","trabectedin ","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7315/smpc","Yiznell 0.03 mg/3 mg film-coated tablets","Lupin Healthcare (UK) Ltd","ethinylestradiol,drospirenone","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9439/smpc","YESCARTA (axicabtagene ciloleucel) Dispersion for Infusion","Gilead Sciences Ltd","axicabtagene ciloleucel","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7441/smpc","Yentreve 40mg hard gastro-resistant capsules","Eli Lilly and Company Limited","duloxetine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4683/smpc","YERVOY 5 mg/ml concentrate for solution for infusion","Bristol-Myers Squibb Pharmaceuticals limited","ipilimumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5561/smpc","Yentreve 20mg hard gastro-resistant capsules","Eli Lilly and Company Limited","duloxetine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3307/smpc","Yemex 75 microgram/hour Transdermal Patch","Sandoz Limited","fentanyl","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3308/smpc","Yemex 50 microgram/hour Transdermal Patch","Sandoz Limited","fentanyl","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3309/smpc","Yemex 25 microgram/hour Transdermal Patch","Sandoz Limited","fentanyl","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3310/smpc","Yemex 12 microgram/hour Transdermal Patch","Sandoz Limited","fentanyl","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3306/smpc","Yemex 100 microgram/hour Transdermal Patch","Sandoz Limited","fentanyl","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4626/smpc","Yellox 0.9 mg/ml, Eye Drops Solution","Bausch & Lomb U.K Limited","bromfenac sodium sesquihydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10800/smpc","Yargesa (miglustat) 100mg Hard Capsules","Piramal Critical Care Ltd","miglustat","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1607/smpc","Yasmin film-coated tablets 0.03mg/3mg","Bayer plc","ethinylestradiol,drospirenone","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10728/smpc","Yanimo Respimat 2.5 microgram/2.5 microgram, inhalation solution","Boehringer Ingelheim Limited","tiotropium bromide monohydrate,olodaterol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9353/smpc","Yaltormin SR 750mg Prolonged Release Tablets","Wockhardt UK Ltd","metformin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9352/smpc","Yaltormin SR 500mg Prolonged Release Tablets","Wockhardt UK Ltd","metformin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9354/smpc","Yaltormin SR 1000mg Prolonged Release Tablets","Wockhardt UK Ltd","metformin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9580/smpc","Yacella 0.03 mg/3 mg Tablets","Morningside Healthcare Ltd","ethinylestradiol,drospirenone","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10122/smpc","Zaponex 200 mg orodispersible tablets","Leyden Delta BV","clozapine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10090/smpc","Zaponex 12.5 mg orodispersible tablets","Leyden Delta BV","clozapine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7715/smpc","Zaponex 100 mg Tablets","Leyden Delta BV","clozapine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10121/smpc","Zaponex 100 mg orodispersible tablets","Leyden Delta BV","clozapine","POM: Prescription only medicine"
